host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,has_reviews,first_review_missing,last_review_missing,days_since_first_review,days_since_last_review,has_availability_miss,superhost_missing,host_tenure_days,last_scraped_collected_days
within an hour,100.0,100.0,0,6,6,1,1,SEVENTH WARD,42.64628669280813,-73.7715308891403,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Coffee maker: Keurig coffee machine"", ""Air conditioning"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Portable fans"", ""Cooking basics"", ""Keypad"", ""Hot water"", ""Extra pillows and blankets"", ""Shower gel"", ""Kitchen"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Patio or balcony"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV"", ""Conditioner"", ""Toaster"", ""Shampoo"", ""Clothing storage"", ""Body soap"", ""Smoke alarm"", ""Hangers"", ""Free parking on premises"", ""Stove"", ""Room-darkening shades"", ""Coffee"", ""Cleaning available during stay"", ""Iron"", ""Hair dryer"", ""Dedicated workspace""]",68.0,1,365,1,2,365,365,1.3,365.0,1,8,31,61,336,25,25,6,58,0,150,10200.0,4.68,4.75,4.75,5.0,4.96,4.5,4.79,1,6,3.77,1,0,0,247,58,0,0,2520,49
within an hour,100.0,100.0,0,22,28,1,1,ELEVENTH WARD,42.68231684583981,-73.7836715628194,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,2.0,"[""Air conditioning"", ""Bathtub"", ""Heating"", ""Coffee maker"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Wifi"", ""Cleaning products"", ""Hot water kettle"", ""TV"", ""Conditioner"", ""Shampoo"", ""Clothing storage"", ""Free parking on premises"", ""Hangers"", ""Breakfast"", ""Fire extinguisher"", ""Coffee"", ""Bidet"", ""Backyard"", ""Dedicated workspace""]",49.0,1,21,1,1,21,21,1.0,21.0,1,18,48,78,353,14,14,0,76,0,84,4116.0,4.14,3.86,4.0,4.29,4.43,4.14,3.86,1,21,2.23,1,0,0,237,113,0,0,1244,50
within an hour,100.0,100.0,0,1,1,1,0,FOURTEENTH WARD,42.66191,-73.7974412,Entire rental unit,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Wine glasses"", ""Bathtub"", ""Private entrance"", ""Dishes and silverware"", ""Refrigerator"", ""Portable fans"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Housekeeping - available at extra cost"", ""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Free parking garage on premises \u2013 1 space"", ""Self check-in"", ""Smart lock"", ""Cleaning products"", ""Central heating"", ""Baking sheet"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Conditioner"", ""75 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Hulu, Netflix, Roku"", ""Toaster"", ""Window AC unit"", ""Laundromat nearby"", ""Shampoo"", ""First aid kit"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""Stainless steel single oven"", ""Outlet covers"", ""Room-darkening shades"", ""Ceiling fan"", ""Fire extinguisher"", ""Coffee"", ""Freezer"", ""Blender"", ""Clothing storage: closet and dresser"", ""Theme room"", ""Free street parking"", ""Dedicated workspace"", ""Board games"", ""Iron"", ""Hair dryer"", ""Fast wifi \u2013 365 Mbps"", ""Luggage dropoff allowed"", ""Stainless steel gas stove""]",153.0,1,1125,1,1,1125,1125,1.0,1125.0,1,15,45,75,350,18,18,3,73,0,108,16524.0,5.0,5.0,5.0,5.0,5.0,5.0,4.89,1,1,5.63,1,0,0,145,51,0,0,424,50
within a day,100.0,84.0,1,13,13,1,1,TENTH WARD,42.66317303594558,-73.78912755444637,Private room in rental unit,Private room,2,1.0,1 shared bath,1.0,1.0,"[""Wine glasses"", ""Air conditioning"", ""Bathtub"", ""Heating"", ""Private entrance"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Washer"", ""Coffee maker: pour-over coffee"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""Kitchen"", ""Wifi"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Patio or balcony"", ""Hot water kettle"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Laundromat nearby"", ""Clothing storage"", ""Free parking on premises"", ""Smoke alarm"", ""Hangers"", ""Dryer"", ""Stove"", ""Room-darkening shades"", ""Free street parking"", ""Private living room"", ""Dedicated workspace""]",65.0,28,89,28,28,89,89,28.0,89.0,1,15,45,75,165,1,1,0,73,0,56,3640.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,13,0.45,1,0,0,116,116,0,0,4109,50
within a few hours,83.0,74.0,0,3,3,1,1,NINTH WARD,42.66002,-73.79333,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,3.0,"[""Air conditioning"", ""Bathtub"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Washer"", ""Shared patio or balcony"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Stainless steel induction stove"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Cleaning products"", ""Central heating"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Conditioner"", ""Toaster"", ""Shampoo"", ""First aid kit"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""Free parking on premises"", ""Ceiling fan"", ""Fire extinguisher"", ""Free street parking"", ""Iron"", ""Dedicated workspace"", ""Luggage dropoff allowed""]",43.0,5,365,5,5,365,365,5.0,365.0,1,0,0,0,157,1,1,0,0,0,10,430.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,0.21,1,0,0,193,193,0,0,3595,50
within an hour,100.0,100.0,0,22,28,1,1,ELEVENTH WARD,42.67776,-73.78216,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Bathtub"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Bed linens"", ""Shower gel"", ""Kitchen"", ""Wifi"", ""Cleaning products"", ""TV"", ""Conditioner"", ""BBQ grill"", ""Shampoo"", ""Clothing storage"", ""Body soap"", ""Smoke alarm"", ""Free parking on premises"", ""Breakfast"", ""Coffee"", ""Bidet"", ""Backyard"", ""Dedicated workspace""]",66.0,1,21,1,1,21,21,1.0,21.0,1,30,60,90,365,10,10,1,88,0,60,3960.0,3.9,3.67,3.89,3.67,3.89,3.56,3.78,1,21,1.71,1,0,0,224,50,0,0,1244,50
within an hour,100.0,100.0,0,22,28,1,1,FIFTH WARD,42.67652148547361,-73.78111383843994,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Air conditioning"", ""Bathtub"", ""Heating"", ""Dishes and silverware"", ""Refrigerator"", ""Washer"", ""Kitchenette"", ""Cooking basics"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Wifi"", ""Cleaning products"", ""Patio or balcony"", ""Hot water kettle"", ""TV"", ""Shampoo"", ""Clothing storage"", ""Free parking on premises"", ""Smoke alarm"", ""Hangers"", ""Breakfast"", ""Coffee"", ""Bidet"", ""Dedicated workspace""]",47.0,1,21,1,1,21,21,1.0,21.0,1,30,60,90,365,3,3,0,88,0,18,846.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,21,0.51,1,0,0,225,155,0,0,1244,50
within an hour,100.0,100.0,0,22,28,1,1,ELEVENTH WARD,42.67610273877896,-73.78233682651273,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Air conditioning"", ""Bathtub"", ""Heating"", ""Coffee maker"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Wifi"", ""Cleaning products"", ""Hot water kettle"", ""TV"", ""Conditioner"", ""Shampoo"", ""Clothing storage"", ""Free parking on premises"", ""Smoke alarm"", ""Hangers"", ""Breakfast"", ""Coffee"", ""Bidet"", ""Dedicated workspace""]",50.0,1,25,1,1,25,25,1.0,25.0,1,24,54,84,359,10,10,1,82,0,60,3000.0,4.1,4.2,3.9,4.2,4.7,4.1,4.1,1,21,2.1,1,0,0,192,78,0,0,1244,50
within a few hours,83.0,74.0,0,3,3,1,1,NINTH WARD,42.659475284293904,-73.79368120012339,Private room in home,Private room,1,1.0,1 shared bath,1.0,3.0,"[""Air conditioning"", ""Coffee maker"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Washer"", ""Shared patio or balcony"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Stainless steel induction stove"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""Kitchen"", ""Wifi"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Cleaning products"", ""Central heating"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Toaster"", ""First aid kit"", ""Free parking on premises"", ""Smoke alarm"", ""Hangers"", ""Stainless steel single oven"", ""Fire extinguisher"", ""Clothing storage: closet and dresser"", ""Free street parking"", ""Iron"", ""Dedicated workspace"", ""Luggage dropoff allowed""]",51.0,14,365,14,14,365,365,14.0,365.0,1,3,3,17,292,4,4,1,15,0,112,5712.0,5.0,5.0,5.0,5.0,5.0,4.75,5.0,0,3,0.75,1,0,0,208,56,0,0,3595,50
within an hour,100.0,79.0,1,5,5,1,1,THIRTEENTH WARD,42.669917189344,-73.78632927186241,Private room in rental unit,Private room,1,2.0,2 shared baths,1.0,1.0,"[""Air conditioning"", ""Bathtub"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Exterior security cameras on property"", ""Hot water"", ""Microwave"", ""Kitchen"", ""Wifi"", ""Dining table"", ""Central heating"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Pets allowed"", ""TV"", ""Laundromat nearby"", ""BBQ grill"", ""First aid kit"", ""Smoke alarm"", ""Fire extinguisher"", ""GE refrigerator"", ""Hair dryer""]",41.0,5,365,5,5,365,365,5.0,365.0,1,4,7,22,297,2,2,1,20,0,20,820.0,4.0,4.0,4.0,4.5,4.5,5.0,4.0,0,5,1.3,1,0,0,95,72,0,0,3201,50
within a few hours,83.0,74.0,0,3,3,1,1,FOURTEENTH WARD,42.661116057130855,-73.79408139551636,Private room in home,Private room,1,1.0,1 shared bath,1.0,3.0,"[""Air conditioning"", ""Bathtub"", ""Heating"", ""Coffee maker"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Dishwasher"", ""Washer"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Microwave"", ""Kitchen"", ""Wifi"", ""Dining table"", ""Self check-in"", ""Cleaning products"", ""Patio or balcony"", ""Baking sheet"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""TV"", ""Toaster"", ""Clothing storage"", ""Free parking on premises"", ""Smoke alarm"", ""Hangers"", ""Dryer"", ""Stove"", ""Fire extinguisher"", ""Coffee"", ""Freezer"", ""Free street parking"", ""Iron"", ""Dedicated workspace"", ""Luggage dropoff allowed""]",45.0,28,365,28,28,365,365,28.0,365.0,1,0,0,0,32,3,3,0,0,0,168,7560.0,5.0,5.0,4.67,5.0,5.0,4.67,4.67,0,3,0.82,1,0,0,159,86,0,0,3595,50
within an hour,100.0,27.0,0,6,11,1,1,TENTH WARD,42.6605291,-73.7831549,Entire home,Entire home/apt,5,1.0,1 bath,4.0,4.0,"[""Air conditioning"", ""Bathtub"", ""Private entrance"", ""Dishes and silverware"", ""Stainless steel oven"", ""Refrigerator"", ""Dishwasher"", ""Washer"", ""Cooking basics"", ""Private backyard \u2013 Fully fenced"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Microwave"", ""Kitchen"", ""Wifi"", ""Dining table"", ""Cleaning products"", ""Gas stove"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In unit"", ""TV"", ""BBQ grill"", ""First aid kit"", ""Smoke alarm"", ""Hangers"", ""Radiant heating"", ""Ceiling fan"", ""Room-darkening shades"", ""Outdoor dining area"", ""Fire extinguisher"", ""Free street parking""]",129.0,28,365,28,28,365,365,28.0,365.0,1,0,0,20,295,2,2,0,18,0,112,14448.0,4.0,4.0,4.0,4.5,4.5,3.0,4.5,0,5,0.61,1,0,0,147,106,0,0,3860,50
within an hour,100.0,27.0,0,6,11,1,1,TENTH WARD,42.659903296506094,-73.78257397435888,Private room in home,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Fire extinguisher"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Air conditioning"", ""TV"", ""Outdoor dining area"", ""BBQ grill"", ""First aid kit"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Washer""]",44.0,28,365,28,28,365,365,28.0,365.0,1,28,58,88,363,0,0,0,86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,0,1,1,4164,4164,0,0,3860,50
within an hour,100.0,100.0,1,17,26,1,1,SIXTH WARD,42.655450233068514,-73.76273815121087,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Air conditioning"", ""Paid parking on premises"", ""Dishwasher"", ""Washer"", ""Shared patio or balcony"", ""Cooking basics"", ""Keypad"", ""Essentials"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Kitchen"", ""Wifi"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Central heating"", ""Baking sheet"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Free dryer \u2013 In unit"", ""TV"", ""Toaster"", ""Laundromat nearby"", ""Shampoo"", ""Noise decibel monitors on property"", ""Body soap"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Outdoor dining area"", ""Fire extinguisher"", ""Dedicated workspace"", ""Single oven""]",84.0,2,30,2,2,1125,1125,2.0,1125.0,1,8,8,8,8,9,9,2,8,0,54,4536.0,4.67,4.78,4.67,5.0,4.56,4.67,4.78,1,17,2.33,1,0,0,164,67,0,0,1785,49
within an hour,100.0,88.0,0,1,1,1,0,FOURTH WARD,42.67225930444639,-73.7390519905538,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""50 inch TV with Roku"", ""Private entrance"", ""Electric stove"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In building"", ""Dishwasher"", ""Clothing storage: walk-in closet"", ""Cooking basics"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Heating - split type ductless system"", ""Free washer \u2013 In building"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Smart lock"", ""Carbon monoxide alarm"", ""Conditioner"", ""Shampoo"", ""Hangers"", ""Smoke alarm"", ""AC - split type ductless system"", ""Fire extinguisher"", ""Free street parking"", ""Hair dryer""]",92.0,2,28,2,2,28,28,2.0,28.0,1,4,34,64,64,1,1,0,62,0,6,552.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.81,1,0,0,86,86,0,0,210,50
within a few hours,100.0,95.0,0,1,2,0,0,SEVENTH WARD,42.648787315458335,-73.76675859025983,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Coffee maker: Keurig coffee machine"", ""Air conditioning"", ""Heating"", ""Oven"", ""Dishes and silverware"", ""Cooking basics"", ""Lockbox"", ""Exterior security cameras on property"", ""Hot water"", ""Bed linens"", ""Microwave"", ""Kitchen"", ""Wifi"", ""Self check-in"", ""Carbon monoxide alarm"", ""TV"", ""Toaster"", ""Smoke alarm"", ""Fire extinguisher"", ""Clothing storage: closet and dresser"", ""Free street parking""]",90.0,1,365,1,1,365,365,1.0,365.0,1,25,55,79,353,6,6,1,79,0,36,3240.0,4.83,5.0,5.0,5.0,4.83,4.83,4.83,0,1,1.41,1,0,0,176,57,0,0,1182,49
within an hour,100.0,100.0,1,2,2,1,0,SECOND WARD,42.6456774,-73.7602082,Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,3.0,"[""Wine glasses"", ""Air conditioning"", ""Heating"", ""Dishes and silverware"", ""Refrigerator"", ""Dishwasher"", ""Essentials"", ""Books and reading material"", ""Hot water"", ""Bed linens"", ""Extra pillows and blankets"", ""Kitchen"", ""Wifi"", ""Microwave"", ""Self check-in"", ""Smart lock"", ""Carbon monoxide alarm"", ""Pets allowed"", ""TV"", ""Body soap"", ""Smoke alarm"", ""Dryer"", ""Fire extinguisher"", ""Washer \u2013\u00a0In unit"", ""Coffee"", ""Iron""]",90.0,1,365,1,3,365,365,1.0,365.0,1,10,10,10,10,21,21,7,10,0,126,11340.0,4.9,4.9,4.71,4.95,5.0,4.86,5.0,1,1,4.7,1,0,0,183,55,0,0,2525,50
within an hour,100.0,100.0,1,2,2,1,0,SIXTH WARD,42.65166,-73.76622,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Carbon monoxide alarm"", ""Bathtub"", ""Heating"", ""TV"", ""Smoke alarm"", ""Hot water"", ""Outdoor dining area"", ""Shampoo"", ""Shower gel"", ""Body soap"", ""Hair dryer"", ""First aid kit"", ""Wifi"", ""Kitchen"", ""BBQ grill"", ""Free parking on premises"", ""Washer""]",78.0,1,365,1,1,365,365,1.0,365.0,1,0,25,55,330,0,0,0,53,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,1,1,4164,4164,0,0,2347,50
within an hour,100.0,71.0,0,3,15,1,0,NINTH WARD,42.6572643,-73.7769051,Entire rental unit,Entire home/apt,2,2.0,2 baths,2.0,2.0,"[""Fire extinguisher"", ""Carbon monoxide alarm"", ""Air conditioning"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Kitchen"", ""Wifi"", ""Smoke alarm"", ""43 inch TV"", ""Free parking on premises"", ""Washer""]",144.0,7,365,7,7,365,365,7.0,365.0,1,0,0,27,302,0,0,0,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,0,1,1,4164,4164,0,0,3636,50
within an hour,100.0,99.0,1,2,2,1,1,THIRD WARD,42.65665,-73.74868,Entire home,Entire home/apt,12,3.5,3.5 baths,4.0,8.0,"[""Wine glasses"", ""Air conditioning"", ""Bathtub"", ""Heating"", ""Coffee maker"", ""65 inch HDTV with Roku"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Free parking on premises"", ""Dishwasher"", ""Hot tub - available all year, open 24 hours"", ""Washer"", ""Cooking basics"", ""Essentials"", ""Exterior security cameras on property"", ""Books and reading material"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Folding or convertible high chair - always at the listing"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Dining table"", ""Self check-in"", ""Cleaning products"", ""Smart lock"", ""Baking sheet"", ""Hot water kettle"", ""Long term stays allowed"", ""EV charger - level 2"", ""Carbon monoxide alarm"", ""Pets allowed"", ""Baby bath"", ""Conditioner"", ""Toaster"", ""BBQ grill"", ""Shampoo"", ""Clothing storage"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""Exercise equipment"", ""Dryer"", ""First aid kit"", ""Arcade games"", ""Stove"", ""Room-darkening shades"", ""Ceiling fan"", ""Outdoor dining area"", ""Fire extinguisher"", ""Coffee"", ""Crib - always at the listing"", ""Freezer"", ""Blender"", ""Rice maker"", ""Barbecue utensils"", ""Free street parking"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Iron"", ""Board games"", ""Backyard"", ""Hair dryer"", ""Dedicated workspace""]",437.0,2,90,2,3,1125,1125,2.0,1125.0,1,23,50,80,109,8,8,3,78,0,48,20976.0,5.0,5.0,5.0,4.88,5.0,4.5,5.0,0,1,3.12,1,0,0,126,59,0,0,3487,50
within an hour,100.0,93.0,1,1,5,1,1,SECOND WARD,42.64619243272902,-73.75658877629596,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Air conditioning"", ""Bathtub"", ""Dishes and silverware"", ""Refrigerator"", ""Dishwasher"", ""Washer"", ""Cooking basics"", ""Books and reading material"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Kitchen"", ""Wifi"", ""Microwave"", ""Dining table"", ""Cleaning products"", ""Gas stove"", ""Central heating"", ""Hot water kettle"", ""TV"", ""Free dryer \u2013 In unit"", ""Conditioner"", ""Toaster"", ""Laundromat nearby"", ""Shampoo"", ""Body soap"", ""Hangers"", ""Smoke alarm"", ""Ceiling fan"", ""Room-darkening shades"", ""Coffee"", ""Freezer"", ""Clothing storage: closet and dresser"", ""Paid parking lot off premises"", ""Free street parking"", ""Iron"", ""Hair dryer"", ""Single oven""]",150.0,1,7,1,1,7,7,1.0,7.0,1,21,48,78,165,7,7,0,76,0,42,6300.0,5.0,5.0,5.0,5.0,5.0,4.29,4.86,0,1,2.12,1,0,0,148,98,0,0,1566,50
within an hour,100.0,98.0,1,2,2,1,0,THIRD WARD,42.6579207870488,-73.75026566418697,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Fire extinguisher"", ""Indoor fireplace"", ""Carbon monoxide alarm"", ""Air conditioning"", ""TV"", ""First aid kit"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Washer""]",103.0,7,365,7,7,365,365,7.0,365.0,1,30,60,90,270,0,0,0,88,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,1,1,4164,4164,0,0,836,50
within an hour,100.0,100.0,0,22,28,1,1,ELEVENTH WARD,42.682246872011966,-73.78338389658927,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Wine glasses"", ""Air conditioning"", ""Heating"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Kitchen"", ""Wifi"", ""Dining table"", ""Hot water kettle"", ""TV"", ""Conditioner"", ""Shampoo"", ""Clothing storage"", ""Free parking on premises"", ""Hangers"", ""Coffee"", ""Bidet"", ""Dedicated workspace""]",60.0,1,25,1,1,25,25,1.0,25.0,1,27,57,87,362,10,10,0,85,0,60,3600.0,4.2,4.1,4.2,4.9,4.8,4.5,4.4,1,21,2.48,1,0,0,170,81,0,0,1244,50
within an hour,100.0,100.0,0,22,28,1,1,ELEVENTH WARD,42.680525565301686,-73.7852461638938,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Air conditioning"", ""Bathtub"", ""Heating"", ""Dishes and silverware"", ""Outdoor furniture"", ""Cooking basics"", ""Hot water"", ""Bed linens"", ""Kitchen"", ""Wifi"", ""Cleaning products"", ""Patio or balcony"", ""Hot water kettle"", ""TV"", ""Conditioner"", ""Free parking on premises"", ""Body soap"", ""Hangers"", ""Coffee"", ""Bidet"", ""Free street parking"", ""Drying rack for clothing"", ""Dedicated workspace""]",70.0,1,21,1,1,21,21,1.0,21.0,1,30,60,90,365,4,4,3,87,0,24,1680.0,5.0,4.75,5.0,5.0,5.0,5.0,5.0,1,21,1.38,1,0,0,135,61,0,0,1244,49
within a few hours,100.0,91.0,0,1,1,1,1,SIXTH WARD,42.65422697397571,-73.76720390736077,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Heating"", ""Oven"", ""Dishes and silverware"", ""Refrigerator"", ""Cooking basics"", ""Exterior security cameras on property"", ""Books and reading material"", ""Hot water"", ""Bed linens"", ""Shower gel"", ""Extra pillows and blankets"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Self check-in"", ""Smart lock"", ""Baking sheet"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""TV"", ""Toaster"", ""Window AC unit"", ""Clothing storage"", ""Smoke alarm"", ""Hangers"", ""Stove"", ""Coffee"", ""Freezer"", ""Free street parking"", ""Iron"", ""Hair dryer"", ""Dedicated workspace""]",98.0,2,30,2,2,30,30,2.0,30.0,1,25,53,83,173,8,8,0,81,0,48,4704.0,5.0,4.75,4.63,5.0,4.88,4.75,4.88,0,1,2.31,1,0,0,153,83,0,0,2875,50
